splitting_index,Edge,Edge_Diff,N1_X,N1_Y,N2_X,N2_Y,Load_G1,Load_G2
0,"(0, 163)",1.549999999999983,1059219.8151085,1823341.963549,1059225.0461085,1823341.3495490002,39.12000000000002,40.67
1,"(163, 43)",1.549999999999983,1059225.0461085,1823341.3495490002,1059227.7671085,1823341.030549,39.12000000000002,40.67
2,"(1, 0)",2.3699999999999903,1059183.6521085,1823346.206549,1059219.8151085,1823341.963549,38.710000000000015,41.080000000000005
3,"(1, 2)",3.6299999999999955,1059183.6521085,1823346.206549,1059180.5211085,1823346.595549,41.71000000000001,38.08000000000001
4,"(2, 119)",4.789999999999992,1059180.5211085,1823346.595549,1059136.3711085,1823352.080549,42.290000000000006,37.500000000000014
5,"(119, 118)",7.109999999999999,1059136.3711085,1823352.080549,1059132.7641085,1823352.5415490002,43.45000000000001,36.34000000000001
6,"(118, 167)",7.109999999999999,1059132.7641085,1823352.5415490002,1059131.3641085,1823352.726549,43.45000000000001,36.34000000000001
7,"(167, 168)",7.109999999999999,1059131.3641085,1823352.726549,1059128.4891085,1823353.087549,43.45000000000001,36.34000000000001
8,"(168, 30)",9.310000000000002,1059128.4891085,1823353.087549,1059104.0931085,1823356.1705490001,44.55000000000001,35.24000000000001
9,"(30, 294)",34.05000000000001,1059104.0931085,1823356.1705490001,1059100.4531085,1823356.630549,56.920000000000016,22.870000000000008
10,"(294, 283)",34.05000000000001,1059100.4531085,1823356.630549,1059095.4271085,1823357.256549,56.920000000000016,22.870000000000008
11,"(283, 134)",34.05000000000001,1059095.4271085,1823357.256549,1059086.1941085,1823358.313549,56.920000000000016,22.870000000000008
12,"(134, 135)",35.19000000000001,1059086.1941085,1823358.313549,1059030.4581085,1823364.691549,57.490000000000016,22.300000000000004
13,"(135, 136)",35.890000000000015,1059030.4581085,1823364.691549,1059026.2591085,1823365.186549,57.84000000000002,21.950000000000003
14,"(136, 361)",37.27000000000001,1059026.2591085,1823365.186549,1058986.6591085,1823369.8565490001,58.530000000000015,21.26
15,"(361, 267)",37.27000000000001,1058986.6591085,1823369.8565490001,1058984.5231085,1823370.134549,58.530000000000015,21.26
16,"(43, 44)",37.31,1059227.7671085,1823341.030549,1059226.5941085,1823331.103549,58.55000000000001,21.240000000000006
17,"(44, 301)",38.29000000000002,1059226.5941085,1823331.103549,1059225.6821085,1823323.3835490001,59.04000000000002,20.750000000000004
18,"(301, 29)",38.29000000000002,1059225.6821085,1823323.3835490001,1059225.9721085,1823320.520549,59.04000000000002,20.750000000000004
19,"(267, 266)",38.31000000000002,1058984.5231085,1823370.134549,1058944.7121085,1823375.310549,59.05000000000002,20.740000000000002
20,"(29, 28)",38.91000000000001,1059225.9721085,1823320.520549,1059231.6541085,1823285.0485490002,59.350000000000016,20.440000000000005
21,"(28, 364)",38.99000000000001,1059231.6541085,1823285.0485490002,1059231.9131085,1823283.4335490002,59.390000000000015,20.400000000000006
22,"(364, 146)",38.99000000000001,1059231.9131085,1823283.4335490002,1059239.0461085,1823243.039549,59.390000000000015,20.400000000000006
23,"(146, 152)",39.91000000000001,1059239.0461085,1823243.039549,1059239.8311085,1823238.598549,59.850000000000016,19.940000000000005
24,"(152, 151)",39.91000000000001,1059239.8311085,1823238.598549,1059240.1251085,1823236.934549,59.850000000000016,19.940000000000005
25,"(151, 129)",40.19000000000001,1059240.1251085,1823236.934549,1059245.6591085,1823205.6135490001,59.990000000000016,19.800000000000004
26,"(266, 265)",40.75000000000003,1058944.7121085,1823375.310549,1058940.3231085,1823375.8635490001,60.270000000000024,19.52
27,"(265, 137)",40.75000000000003,1058940.3231085,1823375.8635490001,1058937.0751085,1823376.343549,60.270000000000024,19.52
28,"(43, 200)",40.93000000000002,1059227.7671085,1823341.030549,1059282.2031085,1823334.657549,60.36000000000002,19.43
29,"(200, 199)",40.93000000000002,1059282.2031085,1823334.657549,1059324.2881085,1823329.898549,60.36000000000002,19.43
30,"(199, 198)",40.93000000000002,1059324.2881085,1823329.898549,1059332.2421085,1823328.999549,60.36000000000002,19.43
31,"(129, 128)",43.29000000000002,1059245.6591085,1823205.6135490001,1059246.7851085,1823199.211549,61.54000000000002,18.250000000000004
32,"(128, 127)",43.29000000000002,1059246.7851085,1823199.211549,1059247.2101085,1823196.7925490001,61.54000000000002,18.250000000000004
33,"(127, 359)",43.81000000000002,1059247.2101085,1823196.7925490001,1059252.0711085,1823169.149549,61.80000000000002,17.990000000000002
34,"(359, 384)",45.15000000000002,1059252.0711085,1823169.149549,1059252.3611085,1823167.499549,62.47000000000002,17.32
35,"(384, 383)",45.15000000000002,1059252.3611085,1823167.499549,1059258.5401085,1823134.1335490001,62.47000000000002,17.32
36,"(383, 382)",45.15000000000002,1059258.5401085,1823134.1335490001,1059258.9271085,1823132.043549,62.47000000000002,17.32
37,"(382, 185)",45.15000000000002,1059258.9271085,1823132.043549,1059265.0471085,1823100.0185490001,62.47000000000002,17.32
38,"(198, 75)",46.85000000000002,1059332.2421085,1823328.999549,1059329.3401085,1823306.9305490002,63.32000000000002,16.47
39,"(185, 184)",48.27000000000003,1059265.0471085,1823100.0185490001,1059265.3561085,1823098.402549,64.03000000000003,15.759999999999998
40,"(184, 183)",48.27000000000003,1059265.3561085,1823098.402549,1059272.8061085,1823070.685549,64.03000000000003,15.759999999999998
41,"(183, 73)",48.27000000000003,1059272.8061085,1823070.685549,1059274.3361085,1823064.993549,64.03000000000003,15.759999999999998
42,"(137, 38)",52.23000000000002,1058937.0751085,1823376.343549,1058895.6021085,1823382.030549,66.01000000000002,13.780000000000001
43,"(38, 39)",54.33000000000001,1058895.6021085,1823382.030549,1058886.6231085,1823383.2615490002,67.06000000000002,12.73
44,"(39, 40)",54.33000000000001,1058886.6231085,1823383.2615490002,1058883.2661085,1823383.925549,67.06000000000002,12.73
45,"(73, 333)",54.870000000000026,1059274.3361085,1823064.993549,1059276.0771085,1823061.5115490002,67.33000000000003,12.459999999999999
46,"(333, 332)",54.870000000000026,1059276.0771085,1823061.5115490002,1059277.3621085,1823058.871549,67.33000000000003,12.459999999999999
47,"(40, 70)",55.33000000000001,1058883.2661085,1823383.925549,1058848.5201085,1823390.0825490002,67.56000000000002,12.23
48,"(332, 330)",55.71000000000003,1059277.3621085,1823058.871549,1059295.7121085,1823021.202549,67.75000000000003,12.04
49,"(330, 329)",56.370000000000026,1059295.7121085,1823021.202549,1059296.8211085,1823018.924549,68.08000000000003,11.709999999999999
50,"(75, 76)",57.630000000000024,1059329.3401085,1823306.9305490002,1059338.7581085,1823283.9005490001,68.71000000000002,11.08
51,"(76, 77)",57.630000000000024,1059338.7581085,1823283.9005490001,1059353.4741085,1823252.800549,68.71000000000002,11.08
52,"(70, 71)",57.83000000000001,1058848.5201085,1823390.0825490002,1058839.4801085,1823391.733549,68.81000000000002,10.98
53,"(71, 264)",57.83000000000001,1058839.4801085,1823391.733549,1058834.1051085,1823392.715549,68.81000000000002,10.98
54,"(264, 15)",57.97000000000003,1058834.1051085,1823392.715549,1058816.4211085,1823398.091549,68.88000000000002,10.91
55,"(77, 339)",58.690000000000026,1059353.4741085,1823252.800549,1059354.9021085,1823249.790549,69.24000000000002,10.55
56,"(339, 340)",58.690000000000026,1059354.9021085,1823249.790549,1059369.1141085,1823220.2925490001,69.24000000000002,10.55
57,"(340, 341)",59.890000000000015,1059369.1141085,1823220.2925490001,1059370.5731085,1823217.263549,69.84000000000002,9.950000000000001
58,"(341, 322)",60.090000000000025,1059370.5731085,1823217.263549,1059386.3251085,1823183.3185490002,69.94000000000003,9.85
59,"(322, 323)",60.090000000000025,1059386.3251085,1823183.3185490002,1059386.9171085,1823182.0425490001,69.94000000000003,9.85
60,"(323, 149)",60.090000000000025,1059386.9171085,1823182.0425490001,1059401.9671085,1823153.419549,69.94000000000003,9.85
61,"(15, 14)",60.430000000000014,1058816.4211085,1823398.091549,1058812.9351085,1823399.120549,70.11000000000001,9.68
62,"(149, 150)",60.77000000000002,1059401.9671085,1823153.419549,1059405.4741085,1823146.747549,70.28000000000002,9.51
63,"(14, 13)",60.83000000000001,1058812.9351085,1823399.120549,1058788.8831085,1823410.044549,70.31000000000002,9.48
64,"(13, 12)",60.83000000000001,1058788.8831085,1823410.044549,1058787.8151085,1823410.836549,70.31000000000002,9.48
65,"(12, 380)",60.930000000000014,1058787.8151085,1823410.836549,1058773.3681085,1823421.5525490001,70.36000000000001,9.43
66,"(380, 381)",60.930000000000014,1058773.3681085,1823421.5525490001,1058767.1831085,1823426.1405490001,70.36000000000001,9.43
67,"(381, 289)",60.930000000000014,1058767.1831085,1823426.1405490001,1058755.3311085,1823434.932549,70.36000000000001,9.43
68,"(289, 288)",61.05000000000002,1058755.3311085,1823434.932549,1058753.8241085,1823436.050549,70.42000000000002,9.37
69,"(288, 181)",61.05000000000002,1058753.8241085,1823436.050549,1058751.3611085,1823438.006549,70.42000000000002,9.37
70,"(150, 286)",61.21000000000003,1059405.4741085,1823146.747549,1059421.4921085,1823121.817549,70.50000000000003,9.29
71,"(329, 328)",61.23000000000002,1059296.8211085,1823018.924549,1059319.5731085,1822975.466549,70.51000000000002,9.28
72,"(286, 287)",61.610000000000014,1059421.4921085,1823121.817549,1059422.9351085,1823119.5725490001,70.70000000000002,9.09
73,"(287, 164)",61.610000000000014,1059422.9351085,1823119.5725490001,1059427.6941085,1823111.8495490002,70.70000000000002,9.09
74,"(181, 133)",61.93000000000003,1058751.3611085,1823438.006549,1058715.9731085,1823466.108549,70.86000000000003,8.929999999999998
75,"(328, 405)",62.15000000000003,1059319.5731085,1822975.466549,1059320.3691085,1822973.948549,70.97000000000003,8.82
76,"(405, 404)",62.33000000000001,1059320.3691085,1822973.948549,1059339.5331085,1822941.033549,71.06000000000002,8.73
77,"(404, 403)",62.33000000000001,1059339.5331085,1822941.033549,1059340.4181085,1822939.512549,71.06000000000002,8.73
78,"(403, 386)",62.33000000000001,1059340.4181085,1822939.512549,1059343.3051085,1822934.544549,71.06000000000002,8.73
79,"(30, 31)",62.430000000000014,1059104.0931085,1823356.1705490001,1059106.1011085,1823389.020549,71.11000000000001,8.68
80,"(133, 132)",62.97000000000003,1058715.9731085,1823466.108549,1058714.5681085,1823467.2245490002,71.38000000000002,8.409999999999998
81,"(132, 131)",62.97000000000003,1058714.5681085,1823467.2245490002,1058671.8491085,1823507.635549,71.38000000000002,8.409999999999998
82,"(131, 130)",62.97000000000003,1058671.8491085,1823507.635549,1058670.2431085,1823509.0045490002,71.38000000000002,8.409999999999998
83,"(31, 72)",63.07000000000002,1059106.1011085,1823389.020549,1059106.1501085,1823391.7075490002,71.43000000000002,8.36
84,"(164, 79)",63.57000000000002,1059427.6941085,1823111.8495490002,1059430.9111085,1823106.6295490002,71.68000000000002,8.11
85,"(72, 3)",63.65000000000003,1059106.1501085,1823391.7075490002,1059106.5891085,1823415.836549,71.72000000000003,8.069999999999999
86,"(79, 80)",63.870000000000026,1059430.9111085,1823106.6295490002,1059432.6621085,1823103.787549,71.83000000000003,7.96
87,"(80, 81)",63.870000000000026,1059432.6621085,1823103.787549,1059452.7631085,1823076.6565490002,71.83000000000003,7.96
88,"(3, 4)",64.03000000000003,1059106.5891085,1823415.836549,1059106.6221085,1823417.6945490001,71.91000000000003,7.879999999999999
89,"(4, 5)",64.03000000000003,1059106.6221085,1823417.6945490001,1059107.2301085,1823426.199549,71.91000000000003,7.879999999999999
90,"(130, 271)",64.13000000000002,1058670.2431085,1823509.0045490002,1058634.8041085,1823539.232549,71.96000000000002,7.829999999999999
91,"(271, 270)",64.13000000000002,1058634.8041085,1823539.232549,1058633.1241085,1823540.6665490002,71.96000000000002,7.829999999999999
92,"(270, 193)",64.63000000000002,1058633.1241085,1823540.6665490002,1058608.5361085,1823561.6395490002,72.21000000000002,7.579999999999999
93,"(193, 192)",64.63000000000002,1058608.5361085,1823561.6395490002,1058606.3321085,1823563.519549,72.21000000000002,7.579999999999999
94,"(192, 37)",64.63000000000002,1058606.3321085,1823563.519549,1058605.9081085,1823563.888549,72.21000000000002,7.579999999999999
95,"(37, 36)",65.01000000000002,1058605.9081085,1823563.888549,1058578.6821085,1823587.587549,72.40000000000002,7.389999999999999
96,"(5, 296)",67.67000000000002,1059107.2301085,1823426.199549,1059098.0611085,1823427.529549,73.73000000000002,6.059999999999999
97,"(296, 295)",68.01000000000002,1059098.0611085,1823427.529549,1059061.7061085,1823432.800549,73.90000000000002,5.889999999999999
98,"(36, 191)",68.13000000000002,1058578.6821085,1823587.587549,1058574.8501085,1823590.9235490002,73.96000000000002,5.829999999999999
99,"(191, 190)",68.13000000000002,1058574.8501085,1823590.9235490002,1058573.2131085,1823592.2715490002,73.96000000000002,5.829999999999999
100,"(295, 124)",68.21000000000004,1059061.7061085,1823432.800549,1059059.5291085,1823433.100549,74.00000000000003,5.789999999999999
101,"(137, 138)",68.31000000000003,1058937.0751085,1823376.343549,1058937.4111085,1823378.7755490001,74.05000000000003,5.739999999999999
102,"(138, 139)",68.31000000000003,1058937.4111085,1823378.7755490001,1058941.1381085,1823408.377549,74.05000000000003,5.739999999999999
103,"(124, 123)",68.59000000000003,1059059.5291085,1823433.100549,1059020.4081085,1823438.492549,74.19000000000003,5.599999999999999
104,"(81, 161)",68.63000000000002,1059452.7631085,1823076.6565490002,1059454.0831085,1823074.874549,74.21000000000002,5.58
105,"(161, 162)",68.63000000000002,1059454.0831085,1823074.874549,1059455.2751085,1823073.1945490001,74.21000000000002,5.58
106,"(123, 122)",68.63000000000002,1059020.4081085,1823438.492549,1059017.2761085,1823438.951549,74.21000000000002,5.579999999999999
107,"(162, 169)",68.91000000000003,1059455.2751085,1823073.1945490001,1059468.7251085,1823054.246549,74.35000000000002,5.44
108,"(169, 352)",68.91000000000003,1059468.7251085,1823054.246549,1059477.2931085,1823042.176549,74.35000000000002,5.44
109,"(352, 176)",68.91000000000003,1059477.2931085,1823042.176549,1059480.5571085,1823037.591549,74.35000000000002,5.44
110,"(190, 360)",69.15000000000003,1058573.2131085,1823592.2715490002,1058547.1201085,1823613.760549,74.47000000000003,5.319999999999999
111,"(360, 269)",69.15000000000003,1058547.1201085,1823613.760549,1058545.4811085,1823615.195549,74.47000000000003,5.319999999999999
112,"(269, 166)",70.33000000000001,1058545.4811085,1823615.195549,1058520.4681085,1823637.100549,75.06000000000002,4.7299999999999995
113,"(139, 261)",70.45000000000002,1058941.1381085,1823408.377549,1058941.3861085,1823410.458549,75.12000000000002,4.67
114,"(261, 262)",70.45000000000002,1058941.3861085,1823410.458549,1058946.6471085,1823455.5485490002,75.12000000000002,4.67
115,"(262, 143)",70.45000000000002,1058946.6471085,1823455.5485490002,1058950.2171085,1823488.411549,75.12000000000002,4.67
116,"(176, 324)",70.65000000000003,1059480.5571085,1823037.591549,1059499.8811085,1823005.169549,75.22000000000003,4.57
117,"(75, 111)",70.71000000000001,1059329.3401085,1823306.9305490002,1059352.4891085,1823304.398549,75.25000000000001,4.54
118,"(111, 110)",70.71000000000001,1059352.4891085,1823304.398549,1059353.0091085,1823304.327549,75.25000000000001,4.54
119,"(324, 117)",70.79000000000002,1059499.8811085,1823005.169549,1059501.2811085,1823002.8225490001,75.29000000000002,4.5
120,"(117, 116)",70.79000000000002,1059501.2811085,1823002.8225490001,1059523.7671085,1822964.341549,75.29000000000002,4.5
121,"(166, 165)",70.81000000000003,1058520.4681085,1823637.100549,1058519.5521085,1823637.902549,75.30000000000003,4.49
122,"(165, 246)",70.81000000000003,1058519.5521085,1823637.902549,1058518.1341085,1823639.108549,75.30000000000003,4.49
123,"(246, 348)",70.81000000000003,1058518.1341085,1823639.108549,1058517.4341085,1823639.703549,75.30000000000003,4.49
124,"(143, 144)",70.85000000000002,1058950.2171085,1823488.411549,1058950.3891085,1823489.997549,75.32000000000002,4.47
125,"(144, 145)",70.85000000000002,1058950.3891085,1823489.997549,1058953.9291085,1823512.752549,75.32000000000002,4.47
126,"(110, 46)",70.95000000000002,1059353.0091085,1823304.327549,1059406.3051085,1823297.037549,75.37000000000002,4.42
127,"(122, 245)",71.09000000000003,1059017.2761085,1823438.951549,1058984.3121085,1823443.784549,75.44000000000003,4.35
128,"(46, 45)",71.11000000000001,1059406.3051085,1823297.037549,1059413.8061085,1823294.4035490002,75.45000000000002,4.34
129,"(45, 65)",71.11000000000001,1059413.8061085,1823294.4035490002,1059427.0771085,1823289.743549,75.45000000000002,4.34
130,"(65, 64)",71.11000000000001,1059427.0771085,1823289.743549,1059451.5381085,1823256.388549,75.45000000000002,4.34
131,"(64, 63)",71.11000000000001,1059451.5381085,1823256.388549,1059476.0301085,1823215.7585490001,75.45000000000002,4.34
132,"(63, 201)",71.11000000000001,1059476.0301085,1823215.7585490001,1059496.6211085,1823183.519549,75.45000000000002,4.34
133,"(348, 347)",71.15000000000003,1058517.4341085,1823639.703549,1058490.1901085,1823662.860549,75.47000000000003,4.32
134,"(116, 187)",71.19000000000003,1059523.7671085,1822964.341549,1059525.4421085,1822961.472549,75.49000000000002,4.3
135,"(145, 362)",71.19000000000003,1058953.9291085,1823512.752549,1058955.3931085,1823522.1635490002,75.49000000000002,4.3
136,"(362, 363)",71.65000000000003,1058955.3931085,1823522.1635490002,1058955.6501085,1823523.814549,75.72000000000003,4.069999999999999
137,"(363, 353)",71.65000000000003,1058955.6501085,1823523.814549,1058959.8251085,1823556.7585490001,75.72000000000003,4.069999999999999
138,"(353, 20)",71.85000000000002,1058959.8251085,1823556.7585490001,1058960.5911085,1823562.807549,75.82000000000002,3.9699999999999998
139,"(187, 69)",71.97000000000003,1059525.4421085,1822961.472549,1059542.0621085,1822932.364549,75.88000000000002,3.91
140,"(201, 107)",72.05000000000001,1059496.6211085,1823183.519549,1059525.3711085,1823140.948549,75.92000000000002,3.8699999999999997
141,"(386, 94)",72.09000000000003,1059343.3051085,1822934.544549,1059361.0901085,1822903.5045490002,75.94000000000003,3.85
142,"(69, 68)",72.17000000000002,1059542.0621085,1822932.364549,1059543.2191085,1822930.338549,75.98000000000002,3.81
143,"(68, 67)",72.17000000000002,1059543.2191085,1822930.338549,1059567.0731085,1822893.865549,75.98000000000002,3.81
144,"(67, 66)",72.17000000000002,1059567.0731085,1822893.865549,1059570.7091085,1822888.306549,75.98000000000002,3.81
145,"(245, 244)",72.25000000000003,1058984.3121085,1823443.784549,1058981.5911085,1823444.1835490002,76.02000000000002,3.7699999999999996
146,"(94, 93)",72.39000000000001,1059361.0901085,1822903.5045490002,1059362.7241085,1822900.654549,76.09000000000002,3.7
147,"(30, 392)",72.41000000000003,1059104.0931085,1823356.1705490001,1059103.5131085,1823347.9845490002,76.10000000000002,3.69
148,"(392, 391)",72.41000000000003,1059103.5131085,1823347.9845490002,1059101.9721085,1823326.243549,76.10000000000002,3.69
149,"(386, 393)",72.43,1059343.3051085,1822934.544549,1059354.2071085,1822942.843549,76.11000000000001,3.6799999999999997
150,"(393, 343)",72.43,1059354.2071085,1822942.843549,1059356.5941085,1822944.644549,76.11000000000001,3.6799999999999997
151,"(66, 342)",72.47000000000003,1059570.7091085,1822888.306549,1059564.0771085,1822885.0115490002,76.13000000000002,3.66
152,"(342, 91)",72.47000000000003,1059564.0771085,1822885.0115490002,1059562.4841085,1822884.220549,76.13000000000002,3.66
153,"(391, 390)",72.99000000000001,1059101.9721085,1823326.243549,1059101.1431085,1823314.537549,76.39000000000001,3.4
154,"(390, 174)",73.27000000000001,1059101.1431085,1823314.537549,1059101.0011085,1823311.5255490001,76.53000000000002,3.26
155,"(20, 105)",73.37000000000003,1058960.5911085,1823562.807549,1058956.3281085,1823563.370549,76.58000000000003,3.21
156,"(105, 311)",73.37000000000003,1058956.3281085,1823563.370549,1058952.8251085,1823563.8325490002,76.58000000000003,3.21
157,"(91, 90)",73.79000000000002,1059562.4841085,1822884.220549,1059528.0201085,1822867.0965490001,76.79000000000002,3.0
158,"(90, 89)",73.79000000000002,1059528.0201085,1822867.0965490001,1059525.2551085,1822865.8325490002,76.79000000000002,3.0
159,"(198, 299)",73.87000000000003,1059332.2421085,1823328.999549,1059376.2411085,1823323.922549,76.83000000000003,2.96
160,"(174, 175)",74.17000000000002,1059101.0011085,1823311.5255490001,1059099.4551085,1823278.659549,76.98000000000002,2.8099999999999996
161,"(175, 8)",74.17000000000002,1059099.4551085,1823278.659549,1059099.2361085,1823276.445549,76.98000000000002,2.8099999999999996
162,"(311, 379)",74.29000000000002,1058952.8251085,1823563.8325490002,1058928.5531085,1823567.0355490001,77.04000000000002,2.75
163,"(379, 25)",74.29000000000002,1058928.5531085,1823567.0355490001,1058922.8451085,1823567.7885490002,77.04000000000002,2.75
164,"(244, 243)",74.43,1058981.5911085,1823444.1835490002,1058946.7831085,1823449.2685490001,77.11000000000001,2.6799999999999997
165,"(243, 242)",74.43,1058946.7831085,1823449.2685490001,1058946.7861085,1823449.3795490002,77.11000000000001,2.6799999999999997
166,"(242, 241)",74.43,1058946.7861085,1823449.3795490002,1058946.7801085,1823449.486549,77.11000000000001,2.6799999999999997
167,"(241, 240)",74.43,1058946.7801085,1823449.486549,1058946.7681085,1823449.587549,77.11000000000001,2.6799999999999997
168,"(240, 239)",74.43,1058946.7681085,1823449.587549,1058946.7361085,1823449.728549,77.11000000000001,2.6799999999999997
169,"(239, 238)",74.43,1058946.7361085,1823449.728549,1058946.6871085,1823449.857549,77.11000000000001,2.6799999999999997
170,"(238, 237)",74.43,1058946.6871085,1823449.857549,1058946.6451085,1823449.936549,77.11000000000001,2.6799999999999997
171,"(237, 236)",74.43,1058946.6451085,1823449.936549,1058946.5951085,1823450.009549,77.11000000000001,2.6799999999999997
172,"(236, 235)",74.43,1058946.5951085,1823450.009549,1058946.5051085,1823450.111549,77.11000000000001,2.6799999999999997
173,"(235, 234)",74.43,1058946.5051085,1823450.111549,1058946.4301085,1823450.175549,77.11000000000001,2.6799999999999997
174,"(234, 233)",74.43,1058946.4301085,1823450.175549,1058946.3891085,1823450.206549,77.11000000000001,2.6799999999999997
175,"(233, 232)",74.43,1058946.3891085,1823450.206549,1058946.3461085,1823450.236549,77.11000000000001,2.6799999999999997
176,"(232, 231)",74.43,1058946.3461085,1823450.236549,1058946.3021085,1823450.2645490002,77.11000000000001,2.6799999999999997
177,"(231, 230)",74.43,1058946.3021085,1823450.2645490002,1058946.2561085,1823450.290549,77.11000000000001,2.6799999999999997
178,"(230, 229)",74.43,1058946.2561085,1823450.290549,1058946.2091085,1823450.314549,77.11000000000001,2.6799999999999997
179,"(229, 228)",74.43,1058946.2091085,1823450.314549,1058946.1161085,1823450.353549,77.11000000000001,2.6799999999999997
180,"(228, 227)",74.43,1058946.1161085,1823450.353549,1058946.0251085,1823450.384549,77.11000000000001,2.6799999999999997
181,"(227, 226)",74.43,1058946.0251085,1823450.384549,1058945.9381085,1823450.401549,77.11000000000001,2.6799999999999997
182,"(226, 225)",74.43,1058945.9381085,1823450.401549,1058945.8501085,1823450.409549,77.11000000000001,2.6799999999999997
183,"(225, 224)",74.43,1058945.8501085,1823450.409549,1058945.7041085,1823450.402549,77.11000000000001,2.6799999999999997
184,"(224, 223)",74.43,1058945.7041085,1823450.402549,1058945.6531085,1823450.394549,77.11000000000001,2.6799999999999997
185,"(223, 222)",74.43,1058945.6531085,1823450.394549,1058945.6021085,1823450.385549,77.11000000000001,2.6799999999999997
186,"(222, 221)",74.43,1058945.6021085,1823450.385549,1058945.5511085,1823450.3735490001,77.11000000000001,2.6799999999999997
187,"(221, 220)",74.43,1058945.5511085,1823450.3735490001,1058945.5001085,1823450.3595490002,77.11000000000001,2.6799999999999997
188,"(220, 219)",74.43,1058945.5001085,1823450.3595490002,1058945.4511085,1823450.343549,77.11000000000001,2.6799999999999997
189,"(219, 218)",74.43,1058945.4511085,1823450.343549,1058945.3561085,1823450.306549,77.11000000000001,2.6799999999999997
190,"(218, 217)",74.43,1058945.3561085,1823450.306549,1058945.2711085,1823450.262549,77.11000000000001,2.6799999999999997
191,"(217, 216)",74.43,1058945.2711085,1823450.262549,1058945.1961085,1823450.2145490001,77.11000000000001,2.6799999999999997
192,"(216, 215)",74.43,1058945.1961085,1823450.2145490001,1058945.1291085,1823450.158549,77.11000000000001,2.6799999999999997
193,"(215, 214)",74.43,1058945.1291085,1823450.158549,1058945.0661085,1823450.094549,77.11000000000001,2.6799999999999997
194,"(214, 213)",74.43,1058945.0661085,1823450.094549,1058945.0081085,1823450.022549,77.11000000000001,2.6799999999999997
195,"(213, 212)",74.43,1058945.0081085,1823450.022549,1058944.9571085,1823449.9445490001,77.11000000000001,2.6799999999999997
196,"(212, 211)",74.43,1058944.9571085,1823449.9445490001,1058944.9101085,1823449.858549,77.11000000000001,2.6799999999999997
197,"(211, 210)",74.43,1058944.9101085,1823449.858549,1058944.8691085,1823449.7655490001,77.11000000000001,2.6799999999999997
198,"(210, 209)",74.43,1058944.8691085,1823449.7655490001,1058944.8341085,1823449.664549,77.11000000000001,2.6799999999999997
199,"(209, 208)",74.43,1058944.8341085,1823449.664549,1058944.8051085,1823449.557549,77.11000000000001,2.6799999999999997
200,"(208, 207)",74.43,1058944.8051085,1823449.557549,1058939.8981085,1823450.273549,77.11000000000001,2.6799999999999997
201,"(207, 206)",74.43,1058939.8981085,1823450.273549,1058937.3141085,1823450.5855490002,77.11000000000001,2.6799999999999997
202,"(107, 106)",74.47000000000003,1059525.3711085,1823140.948549,1059542.1941085,1823116.4645490001,77.13000000000002,2.6599999999999997
203,"(106, 202)",74.47000000000003,1059542.1941085,1823116.4645490001,1059543.5231085,1823114.553549,77.13000000000002,2.6599999999999997
204,"(202, 203)",74.47000000000003,1059543.5231085,1823114.553549,1059565.0801085,1823080.121549,77.13000000000002,2.6599999999999997
205,"(203, 6)",74.47000000000003,1059565.0801085,1823080.121549,1059566.0851085,1823078.5965490001,77.13000000000002,2.6599999999999997
206,"(6, 7)",74.53000000000003,1059566.0851085,1823078.5965490001,1059587.9871085,1823045.3495490002,77.16000000000003,2.63
